nid,title,author,doi,abstract,source_title,year,source,pmid_if_applicable,full_text_link_if_included,file_id,occ_id,organism_type,organism_specific,pathogen,pathogen_note,patient_type,transmission_route,clinical,diagnostic,diagnostic_note,serosurvey,country,origin,problem_geography,lat,long,latlong_source,loc_confidence,shape_type,poly_type,buffer_radius,gaul_year_or_custom_shapefile,poly_id,poly_field,site_notes,month_start,month_end,year_start,year_end,year_accuracy
365056,"Response to Emergence of Middle East Respiratory Syndrome Coronavirus, Abu Dhabi, United Arab Emirates, 2013-2014","Al Hosani, Farida Ismail; Pringle, Kimberly; Al Mulla, Mariam; Kim, Lindsay; Pham, Huong; Alami, Negar N.; Khudhair, Ahmed; Hall, Aron J.; Aden, Bashir; El Saleh, Feda; Al Dhaheri, Wafa; Al Bandar, Zyad; Bunga, Sudhir; Abou Elkheir, Kheir; Tao, Ying; Hunter, Jennifer C.; Nguyen, Duc; Turner, Andrew; Pradeep, Krishna; Sasse, Jurgen; Weber, Stefan; Tong, Suxiang; Whitaker, Brett L.; Haynes, Lia M.; Curns, Aaron; Gerber, Susan I.",10.3201/eid2207.160040,"In January 2013, several months after Middle East respiratory syndrome coronavirus (MERS-CoV) was first identified in Saudi Arabia, Abu Dhabi, United Arab Emirates, began surveillance for MERS-CoV. We analyzed medical chart and laboratory data collected by the Health Authority Abu Dhabi during January 2013 May 2014. Using real-time reverse transcription PCR, we tested respiratory tract samples for MERS-CoV and identified 65 case-patients. Of these patients, 23 (35%) were asymptomatic at the time of testing, and 4 (6%) showed positive test results for >3 weeks (1 had severe symptoms and 3 had mild symptoms). We also identified 6 clusters of MERS-CoV cases. This report highlights the potential for virus shedding by mildly ill and asymptomatic case-patients. These findings will be useful for MERS-CoV management and infection prevention strategies.",Emerging Infectious Diseases,2016,pubmed,27314227,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4918155/,Al Hosani_2016,503,human,Homo sapiens,MERS-CoV,,unspecified,unspecified,yes,PCR,surveillance & testing for MERS-CoV,,ARE,Abu Dhabi,,NA,NA,,good,polygon,admin,NA,2014,3173,ADM1_CODE,,1,5,2013,2014,0
365056,"Response to Emergence of Middle East Respiratory Syndrome Coronavirus, Abu Dhabi, United Arab Emirates, 2013-2014","Al Hosani, Farida Ismail; Pringle, Kimberly; Al Mulla, Mariam; Kim, Lindsay; Pham, Huong; Alami, Negar N.; Khudhair, Ahmed; Hall, Aron J.; Aden, Bashir; El Saleh, Feda; Al Dhaheri, Wafa; Al Bandar, Zyad; Bunga, Sudhir; Abou Elkheir, Kheir; Tao, Ying; Hunter, Jennifer C.; Nguyen, Duc; Turner, Andrew; Pradeep, Krishna; Sasse, Jurgen; Weber, Stefan; Tong, Suxiang; Whitaker, Brett L.; Haynes, Lia M.; Curns, Aaron; Gerber, Susan I.",10.3201/eid2207.160040,"In January 2013, several months after Middle East respiratory syndrome coronavirus (MERS-CoV) was first identified in Saudi Arabia, Abu Dhabi, United Arab Emirates, began surveillance for MERS-CoV. We analyzed medical chart and laboratory data collected by the Health Authority Abu Dhabi during January 2013 May 2014. Using real-time reverse transcription PCR, we tested respiratory tract samples for MERS-CoV and identified 65 case-patients. Of these patients, 23 (35%) were asymptomatic at the time of testing, and 4 (6%) showed positive test results for >3 weeks (1 had severe symptoms and 3 had mild symptoms). We also identified 6 clusters of MERS-CoV cases. This report highlights the potential for virus shedding by mildly ill and asymptomatic case-patients. These findings will be useful for MERS-CoV management and infection prevention strategies.",Emerging Infectious Diseases,2016,pubmed,27314227,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4918155/,Al Hosani_2016,504,human,Homo sapiens,MERS-CoV,,unspecified,unspecified,no,PCR,surveillance & testing for MERS-CoV,,ARE,Abu Dhabi,,NA,NA,,good,polygon,admin,NA,2014,3173,ADM1_CODE,,1,5,2013,2014,0
365056,"Response to Emergence of Middle East Respiratory Syndrome Coronavirus, Abu Dhabi, United Arab Emirates, 2013-2014","Al Hosani, Farida Ismail; Pringle, Kimberly; Al Mulla, Mariam; Kim, Lindsay; Pham, Huong; Alami, Negar N.; Khudhair, Ahmed; Hall, Aron J.; Aden, Bashir; El Saleh, Feda; Al Dhaheri, Wafa; Al Bandar, Zyad; Bunga, Sudhir; Abou Elkheir, Kheir; Tao, Ying; Hunter, Jennifer C.; Nguyen, Duc; Turner, Andrew; Pradeep, Krishna; Sasse, Jurgen; Weber, Stefan; Tong, Suxiang; Whitaker, Brett L.; Haynes, Lia M.; Curns, Aaron; Gerber, Susan I.",10.3201/eid2207.160040,"In January 2013, several months after Middle East respiratory syndrome coronavirus (MERS-CoV) was first identified in Saudi Arabia, Abu Dhabi, United Arab Emirates, began surveillance for MERS-CoV. We analyzed medical chart and laboratory data collected by the Health Authority Abu Dhabi during January 2013 May 2014. Using real-time reverse transcription PCR, we tested respiratory tract samples for MERS-CoV and identified 65 case-patients. Of these patients, 23 (35%) were asymptomatic at the time of testing, and 4 (6%) showed positive test results for >3 weeks (1 had severe symptoms and 3 had mild symptoms). We also identified 6 clusters of MERS-CoV cases. This report highlights the potential for virus shedding by mildly ill and asymptomatic case-patients. These findings will be useful for MERS-CoV management and infection prevention strategies.",Emerging Infectious Diseases,2016,pubmed,27314227,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4918155/,Al Hosani_2016,505,human,Homo sapiens,MERS-CoV,,secondary,direct,yes,PCR,nosocomial transmission; surveillance & testing for MERS-CoV,,ARE,Abu Dhabi,,NA,NA,,good,polygon,admin,NA,2014,3173,ADM1_CODE,,1,5,2013,2014,0
365056,"Response to Emergence of Middle East Respiratory Syndrome Coronavirus, Abu Dhabi, United Arab Emirates, 2013-2014","Al Hosani, Farida Ismail; Pringle, Kimberly; Al Mulla, Mariam; Kim, Lindsay; Pham, Huong; Alami, Negar N.; Khudhair, Ahmed; Hall, Aron J.; Aden, Bashir; El Saleh, Feda; Al Dhaheri, Wafa; Al Bandar, Zyad; Bunga, Sudhir; Abou Elkheir, Kheir; Tao, Ying; Hunter, Jennifer C.; Nguyen, Duc; Turner, Andrew; Pradeep, Krishna; Sasse, Jurgen; Weber, Stefan; Tong, Suxiang; Whitaker, Brett L.; Haynes, Lia M.; Curns, Aaron; Gerber, Susan I.",10.3201/eid2207.160040,"In January 2013, several months after Middle East respiratory syndrome coronavirus (MERS-CoV) was first identified in Saudi Arabia, Abu Dhabi, United Arab Emirates, began surveillance for MERS-CoV. We analyzed medical chart and laboratory data collected by the Health Authority Abu Dhabi during January 2013 May 2014. Using real-time reverse transcription PCR, we tested respiratory tract samples for MERS-CoV and identified 65 case-patients. Of these patients, 23 (35%) were asymptomatic at the time of testing, and 4 (6%) showed positive test results for >3 weeks (1 had severe symptoms and 3 had mild symptoms). We also identified 6 clusters of MERS-CoV cases. This report highlights the potential for virus shedding by mildly ill and asymptomatic case-patients. These findings will be useful for MERS-CoV management and infection prevention strategies.",Emerging Infectious Diseases,2016,pubmed,27314227,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4918155/,Al Hosani_2016,506,human,Homo sapiens,MERS-CoV,,secondary,direct,no,PCR,nosocomial transmission; surveillance & testing for MERS-CoV,,ARE,Abu Dhabi,,NA,NA,,good,polygon,admin,NA,2014,3173,ADM1_CODE,,1,5,2013,2014,0
365058,Middle East respiratory syndrome coronavirus transmission among health care workers: Implication for infection control,"Alfaraj, Sarah H.; Al-Tawfiq, Jaffar A.; Altuwaijri, Talal A.; Alanazi, Marzouqa; Alzahrani, Nojoom; Memish, Ziad A.",10.1016/j.ajic.2017.08.010,"BACKGROUND: Many outbreaks of Middle East respiratory syndrome coronavirus (MERS-CoV) have occurred in health care settings and involved health care workers (HCWs). We describe the occurrence of an outbreak among HCWs and attempt to characterize at-risk exposures to improve future infection control interventions. METHODS: This study included an index case and all HCW contacts. All contacts were screened for MERS-CoV using polymerase chain reaction. RESULTS: During the study period in 2015, the index case was a 30-year-old Filipino nurse who had a history of unprotected exposure to a MERS-CoV-positive case on May 15, 2015, and had multiple negative tests for MERS-CoV. Weeks later, she was diagnosed with pulmonary tuberculosis and MERS-CoV infection. A total of 73 staff were quarantined for 14 days, and nasopharyngeal swabs were taken on days 2, 5, and 12 postexposure. Of those contacts, 3 (4%) were confirmed positive for MERS-CoV. An additional 18 staff were quarantined and had MERS-CoV swabs. A fourth case was confirmed positive on day 12. Subsequent contact investigations revealed a fourth-generation transmission. Only 7 (4.5%) of the total 153 contacts were positive for MERS-CoV. CONCLUSIONS: The role of HCWs in MERS-CoV transmission is complex. Although most MERS-CoV-infected HCWs are asymptomatic or have mild disease, fatal infections can occur and HCWs can play a major role in propagating health care facility outbreaks. This investigation highlights the need to continuously review infection control guidance relating to the role of HCWs in MERS-CoV transmission in health care outbreaks, especially as it relates to the complex questions on definition of risky exposures, who to test, and the frequency of MERS-CoV testing; criteria for who to quarantine and for how long; and clearance and return to active duty criteria.",American Journal of Infection Control,2018,PubMed,28958446,http://www.ncbi.nlm.nih.gov/pubmed/28958446,Alfaraj_2018,507,human,Homo sapiens,MERS-CoV,,secondary,direct,yes,PCR,RT-PCR,,SAU,"Prince Mohamed Bin Abdulaziz Hospital (PMAH), Ministry of Health, Riyadh, Saudi Arabia",hospital,24.709837,46.793067,Google Maps,good,point,,NA,,NA,,,8,9,2015,2015,0
365058,Middle East respiratory syndrome coronavirus transmission among health care workers: Implication for infection control,"Alfaraj, Sarah H.; Al-Tawfiq, Jaffar A.; Altuwaijri, Talal A.; Alanazi, Marzouqa; Alzahrani, Nojoom; Memish, Ziad A.",10.1016/j.ajic.2017.08.010,"BACKGROUND: Many outbreaks of Middle East respiratory syndrome coronavirus (MERS-CoV) have occurred in health care settings and involved health care workers (HCWs). We describe the occurrence of an outbreak among HCWs and attempt to characterize at-risk exposures to improve future infection control interventions. METHODS: This study included an index case and all HCW contacts. All contacts were screened for MERS-CoV using polymerase chain reaction. RESULTS: During the study period in 2015, the index case was a 30-year-old Filipino nurse who had a history of unprotected exposure to a MERS-CoV-positive case on May 15, 2015, and had multiple negative tests for MERS-CoV. Weeks later, she was diagnosed with pulmonary tuberculosis and MERS-CoV infection. A total of 73 staff were quarantined for 14 days, and nasopharyngeal swabs were taken on days 2, 5, and 12 postexposure. Of those contacts, 3 (4%) were confirmed positive for MERS-CoV. An additional 18 staff were quarantined and had MERS-CoV swabs. A fourth case was confirmed positive on day 12. Subsequent contact investigations revealed a fourth-generation transmission. Only 7 (4.5%) of the total 153 contacts were positive for MERS-CoV. CONCLUSIONS: The role of HCWs in MERS-CoV transmission is complex. Although most MERS-CoV-infected HCWs are asymptomatic or have mild disease, fatal infections can occur and HCWs can play a major role in propagating health care facility outbreaks. This investigation highlights the need to continuously review infection control guidance relating to the role of HCWs in MERS-CoV transmission in health care outbreaks, especially as it relates to the complex questions on definition of risky exposures, who to test, and the frequency of MERS-CoV testing; criteria for who to quarantine and for how long; and clearance and return to active duty criteria.",American Journal of Infection Control,2018,PubMed,28958446,http://www.ncbi.nlm.nih.gov/pubmed/28958446,Alfaraj_2018,508,human,Homo sapiens,MERS-CoV,,secondary,direct,no,PCR,RT-PCR,,SAU,"Prince Mohamed Bin Abdulaziz Hospital (PMAH), Ministry of Health, Riyadh, Saudi Arabia",hospital,24.709837,46.793067,Google Maps,good,point,,NA,,NA,,,8,9,2015,2015,0
365484,Histopathology of Middle East respiratory syndrome coronovirus (MERS-CoV) infection - clinicopathological and ultrastructural study,"Alsaad, Khaled O.; Hajeer, Ali H.; Al Balwi, Mohammed; Al Moaiqel, Mohammed; Al Oudah, Nourah; Al Ajlan, Abdulaziz; AlJohani, Sameera; Alsolamy, Sami; Gmati, Giamal E.; Balkhy, Hanan; Al-Jahdali, Hamdan H.; Baharoon, Salim A.; Arabi, Yaseen M.",10.1111/his.13379,"AIMS: The pathogenesis, viral localization and histopathological features of Middle East respiratory syndrome - coronavirus (MERS-CoV) in humans are not described sufficiently. The aims of this study were to explore and define the spectrum of histological and ultrastructural pathological changes affecting various organs in a patient with MERS-CoV infection and represent a base of MERS-CoV histopathology. METHODS AND RESULTS: We analysed the post-mortem histopathological findings and investigated localisation of viral particles in the pulmonary and extrapulmonary tissue by transmission electron microscopic examination in a 33-year-old male patient of T cell lymphoma, who acquired MERS-CoV infection. Tissue needle biopsies were obtained from brain, heart, lung, liver, kidney and skeletal muscle. All samples were collected within 45 min from death to reduce tissue decomposition and artefact. Histopathological examination showed necrotising pneumonia, pulmonary diffuse alveolar damage, acute kidney injury, portal and lobular hepatitis and myositis with muscle atrophic changes. The brain and heart were histologically unremarkable. Ultrastructurally, viral particles were localised in the pneumocytes, pulmonary macrophages, renal proximal tubular epithelial cells and macrophages infiltrating the skeletal muscles. CONCLUSION: The results highlight the pulmonary and extrapulmonary pathological changes of MERS-CoV infection and provide the first evidence of the viral presence in human renal tissue, which suggests tissue trophism for MERS-CoV in kidney.",Histopathology,2018,PubMed,28858401,http://www.ncbi.nlm.nih.gov/pubmed/28858401,Alsaad_2018,509,human,Homo sapiens,MERS-CoV,,unspecified,unspecified,yes,PCR,qRT-PCR,,SAU,"King Abdulaziz Medical City, Riyadh",hospital,24.753214,46.857693,Google Maps,good,point,,NA,,NA,,,9,9,2015,2015,0
365060,The calm before the storm: clinical observations of Middle East respiratory syndrome (MERS) patients,"Al-Tawfiq, Jaffar A.; Hinedi, Kareem",10.1080/1120009X.2018.1429236,"BACKGROUND: Middle East Respiratory Syndrome Coronavirus (MERS-CoV) infection emerged in 2012. The majority of cases occurred in the Kingdom of Saudi Arabia and the disease carries a high case fatality rate. METHODS: We present three MERS-CoV cases and highlight the salient clinical features and laboratory, and radiographic characteristics. RESULTS: Although all nasopharyngeal samples were negative, MERS CoV infection was confirmed by reverse transcription-polymerase chain reaction of the E gene (UpE) and open reading frame (ORF1b) on sputum samples. The Ct value of the ORF1 gene was 24.8-29.11. One patient had been on immune suppressive agent and two patients had diabetes mellitus. The average length of hospital stay was 10.6 days. Two patients received ribavirin and IFN-a2b in addition to supportive management. The clinical course for these patients started with a febrile period lasting five days, a reduction in fever was coinciding with increased respiratory rate and oxygen requirements. All patients were discharged home. None of the 50 contacts tested positive for MERS-CoV. CONCLUSION: Resolution of the fever was accompanied by an increase in oxygen requirements and respiratory rate also lasting several days. This was followed by resolution of all symptoms and return to normal.","Journal of Chemotherapy (Florence, Italy)",2018,PubMed,29385908,http://www.ncbi.nlm.nih.gov/pubmed/29385908,Al-Tawfiq_2018,510,human,Homo sapiens,MERS-CoV,,secondary,direct,yes,PCR,RT-PCR,,SAU,Johns Hopkins Aramco Healthcare,hospital,26.310298,50.135109,Google Maps,bad,point,,NA,,NA,,The article did not explicitly state that the patients were treated at Johns Hopkins Aramco Healthcare hospital but it can be deduced based on author affiliations/correspondence,NA,NA,2015,2017,1
365062,"Host susceptibility to MERS-CoV infection, a retrospective cohort study of the 2015 Korean MERS outbreak","Ko, Jae-Hoon; Seok, Hyeri; Park, Ga Eun; Lee, Ji Yeon; Lee, Ji Yong; Cho, Sun Young; Ha, Young Eun; Kang, Ji-Man; Kim, Yae-Jean; Kang, Cheol-In; Chung, Doo Ryeon; Song, Jae-Hoon; Peck, Kyong Ran",10.1016/j.jiac.2017.09.008,"To evaluate host susceptibility factors to Middle East respiratory syndrome coronavirus (MERS-CoV) infection, we conducted a retrospective cohort study from the single largest exposure event of the 2015 Korean MERS outbreak. A total of 175 patients were closely exposed to a super-spreader, 26 of which were infected (14.9%). In a multivariate analysis, history of autologous stem cell transplantation (HR, 31.151; 95% CI, 5.447-178.145; P < 0.001) and tachypnea at ED (HR, 4.392; 95% CI, 1.402-13.761; P = 0.011) were significantly associated with MERS-CoV infection.",Journal of Infection and Chemotherapy: Official Journal of the Japan Society of Chemotherapy,2018,PubMed,29223614,http://www.ncbi.nlm.nih.gov/pubmed/29223614,Ko_2018,511,human,Homo sapiens,MERS-CoV,,secondary,direct,unknown,reported,,,KOR,Samsung Medical Center,hospital,37.488974,127.085552,Google Maps,good,point,,NA,,NA,,,5,7,2015,2015,1
365064,The prevalence of Middle East respiratory Syndrome coronavirus (MERS-CoV) infection in livestock and temporal relation to locations and seasons,"Kasem, Samy; Qasim, Ibrahim; Al-Doweriej, Ali; Hashim, Osman; Alkarar, Ali; Abu-Obeida, Ali; Saleh, Mohamed; Al-Hofufi, Ali; Al-Ghadier, Hussein; Hussien, Raed; Al-Sahaf, Ali; Bayoumi, Faisal; Magouz, Asmaa",10.1016/j.jiph.2018.01.004,"BACKGROUND: The Middle East respiratory syndrome (MERS) has been reported for the first time infecting a human being since 2012. The WHO was notified of 27 countries have reported cases of MERS, the majority of these cases occur in the Arabian Peninsula, particularly in Saudi Arabia. Dromedary camels are likely to be the main source of Middle East respiratory syndrome virus (MERS-CoV) infection in humans. METHODS: MERS-CoV infection rates among camels in livestock markets and slaughterhouses were investigated in Saudi Arabia. A total of 698 nasal swabs were collected and examined with Rapid assay and rtRT-PCR. Ten MERS-CoV positive samples were subjected to full genomic sequencing. In addition, the sensitivity and specificity of the Rapid immunochromatographic assay (BioNote, South Korea) was evaluated as a diagnostic tool for MERS-CoV compared to rtRT-PCR. RESULTS: The results showed a high percentage of dromedaries (56.4%) had evidence for nasal MERS-CoV infection. Phylogenetic analysis of the ten MERS-CoV isolates showed that the sequences were closely related to the other MERS-CoV strains recovered from camels and human cases. Moreover, the results showed that 195 samples were positive for MERS-CoV by rapid assay compared to 394 positive samples of rtRT-PCR, which showed low rapid assay sensitivity (49.49%) while, the specificity were found to be 100%. CONCLUSION: These findings indicate that these sites are a highly-hazardous to zoonotic diseases.",Journal of Infection and Public Health,2018,PubMed,29396257,http://www.ncbi.nlm.nih.gov/pubmed/29396257,Kasem_2018,512,mammal,Camelus dromedarius,MERS-CoV,,NA,animal-to-animal,no,PCR,RT-qPCR,,SAU,Jeddah livestock market,livestock market,21.38043,39.224251,Google Maps,good,polygon,buffer,50.75,,NA,,created buffer around the city where the livestock market is located,12,12,2015,2015,0
365064,The prevalence of Middle East respiratory Syndrome coronavirus (MERS-CoV) infection in livestock and temporal relation to locations and seasons,"Kasem, Samy; Qasim, Ibrahim; Al-Doweriej, Ali; Hashim, Osman; Alkarar, Ali; Abu-Obeida, Ali; Saleh, Mohamed; Al-Hofufi, Ali; Al-Ghadier, Hussein; Hussien, Raed; Al-Sahaf, Ali; Bayoumi, Faisal; Magouz, Asmaa",10.1016/j.jiph.2018.01.004,"BACKGROUND: The Middle East respiratory syndrome (MERS) has been reported for the first time infecting a human being since 2012. The WHO was notified of 27 countries have reported cases of MERS, the majority of these cases occur in the Arabian Peninsula, particularly in Saudi Arabia. Dromedary camels are likely to be the main source of Middle East respiratory syndrome virus (MERS-CoV) infection in humans. METHODS: MERS-CoV infection rates among camels in livestock markets and slaughterhouses were investigated in Saudi Arabia. A total of 698 nasal swabs were collected and examined with Rapid assay and rtRT-PCR. Ten MERS-CoV positive samples were subjected to full genomic sequencing. In addition, the sensitivity and specificity of the Rapid immunochromatographic assay (BioNote, South Korea) was evaluated as a diagnostic tool for MERS-CoV compared to rtRT-PCR. RESULTS: The results showed a high percentage of dromedaries (56.4%) had evidence for nasal MERS-CoV infection. Phylogenetic analysis of the ten MERS-CoV isolates showed that the sequences were closely related to the other MERS-CoV strains recovered from camels and human cases. Moreover, the results showed that 195 samples were positive for MERS-CoV by rapid assay compared to 394 positive samples of rtRT-PCR, which showed low rapid assay sensitivity (49.49%) while, the specificity were found to be 100%. CONCLUSION: These findings indicate that these sites are a highly-hazardous to zoonotic diseases.",Journal of Infection and Public Health,2018,PubMed,29396257,http://www.ncbi.nlm.nih.gov/pubmed/29396257,Kasem_2018,513,mammal,Camelus dromedarius,MERS-CoV,,NA,animal-to-animal,no,PCR,RT-qPCR,,SAU,Al-Ganderia livestock market (Riyadh),livestock market,24.781518,46.855266,Google Maps,good,polygon,buffer,54.925,,NA,,created buffer around the city where the livestock market is located,4,4,2016,2016,0
365064,The prevalence of Middle East respiratory Syndrome coronavirus (MERS-CoV) infection in livestock and temporal relation to locations and seasons,"Kasem, Samy; Qasim, Ibrahim; Al-Doweriej, Ali; Hashim, Osman; Alkarar, Ali; Abu-Obeida, Ali; Saleh, Mohamed; Al-Hofufi, Ali; Al-Ghadier, Hussein; Hussien, Raed; Al-Sahaf, Ali; Bayoumi, Faisal; Magouz, Asmaa",10.1016/j.jiph.2018.01.004,"BACKGROUND: The Middle East respiratory syndrome (MERS) has been reported for the first time infecting a human being since 2012. The WHO was notified of 27 countries have reported cases of MERS, the majority of these cases occur in the Arabian Peninsula, particularly in Saudi Arabia. Dromedary camels are likely to be the main source of Middle East respiratory syndrome virus (MERS-CoV) infection in humans. METHODS: MERS-CoV infection rates among camels in livestock markets and slaughterhouses were investigated in Saudi Arabia. A total of 698 nasal swabs were collected and examined with Rapid assay and rtRT-PCR. Ten MERS-CoV positive samples were subjected to full genomic sequencing. In addition, the sensitivity and specificity of the Rapid immunochromatographic assay (BioNote, South Korea) was evaluated as a diagnostic tool for MERS-CoV compared to rtRT-PCR. RESULTS: The results showed a high percentage of dromedaries (56.4%) had evidence for nasal MERS-CoV infection. Phylogenetic analysis of the ten MERS-CoV isolates showed that the sequences were closely related to the other MERS-CoV strains recovered from camels and human cases. Moreover, the results showed that 195 samples were positive for MERS-CoV by rapid assay compared to 394 positive samples of rtRT-PCR, which showed low rapid assay sensitivity (49.49%) while, the specificity were found to be 100%. CONCLUSION: These findings indicate that these sites are a highly-hazardous to zoonotic diseases.",Journal of Infection and Public Health,2018,PubMed,29396257,http://www.ncbi.nlm.nih.gov/pubmed/29396257,Kasem_2018,514,mammal,Camelus dromedarius,MERS-CoV,,NA,animal-to-animal,no,PCR,RT-qPCR,,SAU,Arar livestock market (Northern boundaries),livestock market,31.003489,41.039734,Google Maps,good,polygon,buffer,12,,NA,,created buffer around the city where the livestock market is located,6,6,2016,2016,0
365064,The prevalence of Middle East respiratory Syndrome coronavirus (MERS-CoV) infection in livestock and temporal relation to locations and seasons,"Kasem, Samy; Qasim, Ibrahim; Al-Doweriej, Ali; Hashim, Osman; Alkarar, Ali; Abu-Obeida, Ali; Saleh, Mohamed; Al-Hofufi, Ali; Al-Ghadier, Hussein; Hussien, Raed; Al-Sahaf, Ali; Bayoumi, Faisal; Magouz, Asmaa",10.1016/j.jiph.2018.01.004,"BACKGROUND: The Middle East respiratory syndrome (MERS) has been reported for the first time infecting a human being since 2012. The WHO was notified of 27 countries have reported cases of MERS, the majority of these cases occur in the Arabian Peninsula, particularly in Saudi Arabia. Dromedary camels are likely to be the main source of Middle East respiratory syndrome virus (MERS-CoV) infection in humans. METHODS: MERS-CoV infection rates among camels in livestock markets and slaughterhouses were investigated in Saudi Arabia. A total of 698 nasal swabs were collected and examined with Rapid assay and rtRT-PCR. Ten MERS-CoV positive samples were subjected to full genomic sequencing. In addition, the sensitivity and specificity of the Rapid immunochromatographic assay (BioNote, South Korea) was evaluated as a diagnostic tool for MERS-CoV compared to rtRT-PCR. RESULTS: The results showed a high percentage of dromedaries (56.4%) had evidence for nasal MERS-CoV infection. Phylogenetic analysis of the ten MERS-CoV isolates showed that the sequences were closely related to the other MERS-CoV strains recovered from camels and human cases. Moreover, the results showed that 195 samples were positive for MERS-CoV by rapid assay compared to 394 positive samples of rtRT-PCR, which showed low rapid assay sensitivity (49.49%) while, the specificity were found to be 100%. CONCLUSION: These findings indicate that these sites are a highly-hazardous to zoonotic diseases.",Journal of Infection and Public Health,2018,PubMed,29396257,http://www.ncbi.nlm.nih.gov/pubmed/29396257,Kasem_2018,515,mammal,Camelus dromedarius,MERS-CoV,,NA,animal-to-animal,no,PCR,RT-qPCR,,SAU,Najran livestock market (Najran),livestock market,17.533191,44.200159,Google Maps,good,polygon,buffer,11.5,,NA,,created buffer around the city where the livestock market is located,5,5,2016,2016,0
365064,The prevalence of Middle East respiratory Syndrome coronavirus (MERS-CoV) infection in livestock and temporal relation to locations and seasons,"Kasem, Samy; Qasim, Ibrahim; Al-Doweriej, Ali; Hashim, Osman; Alkarar, Ali; Abu-Obeida, Ali; Saleh, Mohamed; Al-Hofufi, Ali; Al-Ghadier, Hussein; Hussien, Raed; Al-Sahaf, Ali; Bayoumi, Faisal; Magouz, Asmaa",10.1016/j.jiph.2018.01.004,"BACKGROUND: The Middle East respiratory syndrome (MERS) has been reported for the first time infecting a human being since 2012. The WHO was notified of 27 countries have reported cases of MERS, the majority of these cases occur in the Arabian Peninsula, particularly in Saudi Arabia. Dromedary camels are likely to be the main source of Middle East respiratory syndrome virus (MERS-CoV) infection in humans. METHODS: MERS-CoV infection rates among camels in livestock markets and slaughterhouses were investigated in Saudi Arabia. A total of 698 nasal swabs were collected and examined with Rapid assay and rtRT-PCR. Ten MERS-CoV positive samples were subjected to full genomic sequencing. In addition, the sensitivity and specificity of the Rapid immunochromatographic assay (BioNote, South Korea) was evaluated as a diagnostic tool for MERS-CoV compared to rtRT-PCR. RESULTS: The results showed a high percentage of dromedaries (56.4%) had evidence for nasal MERS-CoV infection. Phylogenetic analysis of the ten MERS-CoV isolates showed that the sequences were closely related to the other MERS-CoV strains recovered from camels and human cases. Moreover, the results showed that 195 samples were positive for MERS-CoV by rapid assay compared to 394 positive samples of rtRT-PCR, which showed low rapid assay sensitivity (49.49%) while, the specificity were found to be 100%. CONCLUSION: These findings indicate that these sites are a highly-hazardous to zoonotic diseases.",Journal of Infection and Public Health,2018,PubMed,29396257,http://www.ncbi.nlm.nih.gov/pubmed/29396257,Kasem_2018,516,mammal,Camelus dromedarius,MERS-CoV,,NA,animal-to-animal,no,PCR,RT-qPCR,,SAU,Al-Toki livestock market (Riyadh),livestock market,24.781518,46.855266,Google Maps,good,polygon,buffer,54.925,,NA,,created buffer around the city where the livestock market is located,1,1,2017,2017,0
365064,The prevalence of Middle East respiratory Syndrome coronavirus (MERS-CoV) infection in livestock and temporal relation to locations and seasons,"Kasem, Samy; Qasim, Ibrahim; Al-Doweriej, Ali; Hashim, Osman; Alkarar, Ali; Abu-Obeida, Ali; Saleh, Mohamed; Al-Hofufi, Ali; Al-Ghadier, Hussein; Hussien, Raed; Al-Sahaf, Ali; Bayoumi, Faisal; Magouz, Asmaa",10.1016/j.jiph.2018.01.004,"BACKGROUND: The Middle East respiratory syndrome (MERS) has been reported for the first time infecting a human being since 2012. The WHO was notified of 27 countries have reported cases of MERS, the majority of these cases occur in the Arabian Peninsula, particularly in Saudi Arabia. Dromedary camels are likely to be the main source of Middle East respiratory syndrome virus (MERS-CoV) infection in humans. METHODS: MERS-CoV infection rates among camels in livestock markets and slaughterhouses were investigated in Saudi Arabia. A total of 698 nasal swabs were collected and examined with Rapid assay and rtRT-PCR. Ten MERS-CoV positive samples were subjected to full genomic sequencing. In addition, the sensitivity and specificity of the Rapid immunochromatographic assay (BioNote, South Korea) was evaluated as a diagnostic tool for MERS-CoV compared to rtRT-PCR. RESULTS: The results showed a high percentage of dromedaries (56.4%) had evidence for nasal MERS-CoV infection. Phylogenetic analysis of the ten MERS-CoV isolates showed that the sequences were closely related to the other MERS-CoV strains recovered from camels and human cases. Moreover, the results showed that 195 samples were positive for MERS-CoV by rapid assay compared to 394 positive samples of rtRT-PCR, which showed low rapid assay sensitivity (49.49%) while, the specificity were found to be 100%. CONCLUSION: These findings indicate that these sites are a highly-hazardous to zoonotic diseases.",Journal of Infection and Public Health,2018,PubMed,29396257,http://www.ncbi.nlm.nih.gov/pubmed/29396257,Kasem_2018,517,mammal,Camelus dromedarius,MERS-CoV,,NA,animal-to-animal,no,PCR,RT-qPCR,,SAU,South Riyadh slaughterhouse,slaughterhouse,24.781518,46.855266,Google Maps,good,polygon,buffer,54.925,,NA,,created buffer around the city where the slaughterhouse is located,1,2,2017,2017,0
